feature,importance
lnltotpop,0.17528297948170557
lnlrgdpcap,0.15293247927861484
lv2x_polyarchy,0.15213492478452786
t_claim,0.13485300725519722
groupsize,0.11506699641319178
mounterr,0.09685622871232492
numb_rel_grps,0.08264471651269786
lfederal_1,0.020875602183894275
lsepkin_adjregbase1,0.017584551210285283
coldwar_1,0.01491492000432505
regaut_1.0,0.013873463247332718
noncontiguous_1.0,0.01189054082121901
lgiantoilfield_1.0,0.011089590094683613
