feature,importance
lnltotpop,0.21041487641739484
lnlrgdpcap,0.18248119951394706
lv2x_polyarchy,0.1651426468676067
t_claim,0.1331802110334819
groupsize,0.1105590831956675
numb_rel_grps,0.08816838428592574
status_excl_1.0,0.03445972619364729
lost_autonomy_1.0,0.023138995047110145
downgr2_aut_1.0,0.01782730508197524
regaut_1.0,0.012288229094370924
coldwar_1,0.01095038288713719
lfederal_1,0.007241575056448211
noncontiguous_1.0,0.0041473853252871175
