feature,importance
lnlrgdpcap,0.2702459637468607
lnltotpop,0.20654347576014873
t_escal,0.17321232016334814
groupsize,0.13836227163908582
numb_rel_grps,0.10025385463358623
coldwar_1,0.03299379456279689
status_excl_1.0,0.027720583953979052
lost_autonomy_1.0,0.023983563538586133
noncontiguous_1.0,0.0176245597553366
downgr2_aut_1.0,0.009059612246271696
