feature,importance
lnltotpop,0.24652294997686125
lnlrgdpcap,0.22502958690680272
t_claim,0.1883200399313223
groupsize,0.17245062396267927
numb_rel_grps,0.1289773941662849
coldwar_1,0.02505396577184623
noncontiguous_1.0,0.01364543928420336
