feature,importance
lnlrgdpcap,0.20151050319627217
lnltotpop,0.17347303006798653
lv2x_polyarchy,0.15842402956692248
t_escal,0.1343187036642981
groupsize,0.12993426278735168
numb_rel_grps,0.09390979456594958
regaut_1.0,0.042948741716038394
coldwar_1,0.03410282273906879
lfederal_1,0.018541696628651905
noncontiguous_1.0,0.012836415067460347
