feature,importance
lnlrgdpcap,0.2658415380526816
lnltotpop,0.21734983718283807
t_claim,0.184149807260598
groupsize,0.12193215349163254
numb_rel_grps,0.10403255831069214
status_excl_1.0,0.03638467947495225
lost_autonomy_1.0,0.03164535228910481
coldwar_1,0.0167227515677502
downgr2_aut_1.0,0.013681540311872352
noncontiguous_1.0,0.008259782057877954
