feature,importance
lnlrgdpcap,0.653676285191187
t_escal,0.17899881471700652
lv2x_polyarchy,0.045087601579881564
groupsize,0.03794719948739217
numb_rel_grps,0.02921582899488477
lnltotpop,0.028456473565088493
coldwar_1,0.021431657653466583
regaut_1.0,0.0036720055576119543
lfederal_1,0.0015141332534809866
noncontiguous_1.0,0.0
