feature,importance
lnlrgdpcap,0.17770345625571923
lv2x_polyarchy,0.13962984590657967
lnltotpop,0.13867339228410827
t_escal,0.11421156817575473
groupsize,0.11118102185880889
mounterr,0.09939890979957368
numb_rel_grps,0.08661043615017155
regaut_1.0,0.03884566831776122
coldwar_1,0.03518643386882018
lsepkin_adjregbase1,0.01702967225471306
lfederal_1,0.015137888865918088
lgiantoilfield_1.0,0.014278784701729918
noncontiguous_1.0,0.012112921560341524
