feature,importance
lnltotpop,0.19919328254338922
lnlrgdpcap,0.1885669416942593
t_claim,0.15000447059981298
groupsize,0.11090875899152333
mounterr,0.10546726691990485
numb_rel_grps,0.10043444021181339
status_excl_1.0,0.035220396217722175
lost_autonomy_1.0,0.03367416366291956
lsepkin_adjregbase1,0.018880504205365748
coldwar_1,0.017407211671480176
downgr2_aut_1.0,0.015743238814545563
lgiantoilfield_1.0,0.013206930715357406
noncontiguous_1.0,0.011292393751906295
