feature,importance
lnlrgdpcap,0.6280559258801489
t_escal,0.22443335118981925
coldwar_1,0.05292582649323499
groupsize,0.052598457816304615
numb_rel_grps,0.02427955868657066
lnltotpop,0.017706879933921376
status_excl_1.0,0.0
downgr2_aut_1.0,0.0
lost_autonomy_1.0,0.0
noncontiguous_1.0,0.0
