feature,importance
lnlrgdpcap,0.24220175122249926
lnltotpop,0.17243117166002625
t_escal,0.1488841124461055
mounterr,0.11349721030875493
groupsize,0.10967365305895663
numb_rel_grps,0.089515133182626
coldwar_1,0.02988508181273579
status_excl_1.0,0.026471452841347283
lost_autonomy_1.0,0.020947202137420438
noncontiguous_1.0,0.014685967761590276
lsepkin_adjregbase1,0.013127278347116196
lgiantoilfield_1.0,0.011786805403600513
downgr2_aut_1.0,0.006893179817220943
