feature,importance
lnltotpop,0.21405341926930843
lnlrgdpcap,0.1937777990839995
t_claim,0.15606628507668308
groupsize,0.13550844872909515
mounterr,0.12093223771211492
numb_rel_grps,0.10882090842125655
lgiantoilfield_1.0,0.02030449101308755
coldwar_1,0.020100119600721878
lsepkin_adjregbase1,0.019232477827022074
noncontiguous_1.0,0.011203813266710804
