feature,importance
lnlrgdpcap,0.3066387551164382
lnltotpop,0.22376142709408867
t_escal,0.19841007545535072
groupsize,0.13215682910347912
numb_rel_grps,0.08760238940019113
coldwar_1,0.03087799644083755
noncontiguous_1.0,0.02055252738961479
