feature,importance
lnlrgdpcap,0.195556485323377
lv2x_polyarchy,0.17538152196702442
lnltotpop,0.14211769658823462
t_escal,0.12375123859501853
mounterr,0.10091131070175913
groupsize,0.093392447317885
numb_rel_grps,0.07460100537609948
coldwar_1,0.026068907834934534
noncontiguous_1.0,0.01626968105906984
regaut_1.0,0.0161671402735035
lsepkin_adjregbase1,0.012978860827690935
lfederal_1,0.012869407694837317
lgiantoilfield_1.0,0.009934296440565796
