feature,importance
lnltotpop,0.20351169144413622
lnlrgdpcap,0.1797117605936773
lv2x_polyarchy,0.17458553184625178
t_claim,0.15774465539795438
groupsize,0.13318337943304542
numb_rel_grps,0.09049084739969508
lfederal_1,0.020703953421617002
regaut_1.0,0.014690602952751005
coldwar_1,0.014316012454647392
noncontiguous_1.0,0.011061565056224363
